Vehicle_Type,Vehicle_Age,Odometer,Maintenance_Count,Repair_Type,Severity,Parts_Available,Technician_Experience,Workshop_Load,Repair_Time_Hours
Van,2,69176,7,Clutch Repair,High,0,13,4,60.77
Mini Truck,11,356820,1,Transmission Repair,Medium,0,12,7,97.45
Mini Truck,12,533448,0,Suspension Repair,Low,1,11,4,27.46
Van,9,336762,6,Oil Change,Low,0,3,3,31.75
Truck,12,571577,9,Clutch Repair,Medium,0,7,5,72.7
Van,4,198662,3,Suspension Repair,Medium,1,1,9,38.62
Van,12,583250,19,Suspension Repair,Medium,0,12,4,67.48
Truck,6,216373,9,Transmission Repair,Medium,0,1,9,98.94
Mini Truck,5,199482,11,Oil Change,Low,0,3,5,41.62
Truck,10,493932,6,Electrical Repair,Low,0,2,2,47.66
Bus,7,203763,15,Electrical Repair,High,0,9,1,53.38
Truck,5,158460,10,Brake Repair,Low,1,1,5,25.67
Van,2,72843,6,Suspension Repair,High,1,2,4,39.81
Bus,4,168477,10,Brake Repair,Medium,0,8,5,52.07
Bus,6,282562,0,Engine Repair,Low,0,2,7,81.83
Bus,7,248880,14,Brake Repair,Medium,1,9,5,27.95
Truck,2,89858,0,Tyre Replacement,Medium,0,7,10,50.65
Van,8,383953,3,Suspension Repair,Low,0,6,9,56.5
Mini Truck,9,335728,3,Brake Repair,High,1,14,7,41.25
Mini Truck,6,286659,3,Engine Repair,Low,1,2,8,50.51
Truck,12,468216,0,Electrical Repair,High,0,6,4,62.88
Bus,11,310113,18,Electrical Repair,Medium,1,8,3,34.4
Bus,4,147807,3,Engine Repair,High,0,5,3,86.94
Mini Truck,11,349462,3,Battery Replacement,High,1,6,9,44.03
Truck,2,94650,5,Clutch Repair,Medium,1,7,9,36.53
Mini Truck,10,477804,6,Oil Change,Low,0,3,9,48.85
Van,3,135558,2,Battery Replacement,Medium,1,10,9,20.23
Van,5,166504,1,Electrical Repair,High,0,3,6,52.97
Bus,5,180898,1,Engine Repair,Low,1,14,4,43.59
Truck,9,372928,15,Tyre Replacement,High,0,11,8,63.69
Van,8,324548,15,Battery Replacement,High,0,2,9,63.23
Van,6,183625,11,Battery Replacement,High,1,4,1,31.09
Truck,1,39502,1,Tyre Replacement,Low,0,14,3,20.92
Van,4,138692,10,Transmission Repair,Medium,0,15,1,78.62
Mini Truck,12,534375,15,Brake Repair,High,1,15,2,40.57
Mini Truck,2,74654,5,Suspension Repair,Medium,1,7,8,30.67
Mini Truck,5,130333,9,Suspension Repair,High,0,4,5,67.36
Truck,1,45152,5,Tyre Replacement,Low,1,3,7,15.28
Bus,4,160148,9,Engine Repair,High,0,3,2,93.49
Truck,5,156965,9,Oil Change,Medium,0,6,5,50.08
Van,7,188125,3,Electrical Repair,Medium,0,2,6,42.06
Truck,1,27268,6,Tyre Replacement,Medium,0,1,9,35.98
Van,7,266396,6,Transmission Repair,Medium,1,10,8,69.36
Van,4,141765,4,Clutch Repair,High,0,6,8,61.11
Van,2,68591,9,Suspension Repair,Medium,0,14,5,48.91
Van,12,564952,13,Suspension Repair,Medium,0,13,3,50.77
Van,2,82430,2,Suspension Repair,Medium,1,3,9,31.73
Van,5,176491,8,Electrical Repair,Medium,0,12,8,44.53
Bus,1,26290,0,Tyre Replacement,Low,1,11,1,1.0
Truck,5,212364,11,Suspension Repair,Low,1,2,10,37.04
Truck,9,425721,10,Transmission Repair,Low,0,8,2,85.22
Van,12,329894,20,Engine Repair,Low,1,15,7,63.55
Van,7,331833,6,Oil Change,Low,0,1,1,42.81
Truck,9,440156,7,Brake Repair,High,1,9,2,36.6
Truck,5,236884,13,Clutch Repair,Low,0,9,4,51.54
Bus,2,71961,8,Tyre Replacement,High,0,10,4,40.52
Bus,12,415671,20,Battery Replacement,Medium,1,2,4,38.11
Mini Truck,7,219667,0,Clutch Repair,Low,0,3,7,62.73
Truck,6,299966,4,Battery Replacement,High,1,13,8,36.96
Truck,6,207747,1,Brake Repair,Low,1,11,9,21.72
Van,11,403192,0,Suspension Repair,Medium,0,10,8,63.02
Bus,3,87407,8,Brake Repair,High,1,3,7,38.51
Van,8,307005,11,Oil Change,High,0,7,8,66.01
Mini Truck,12,351534,16,Battery Replacement,Medium,1,14,3,30.08
Van,7,236915,13,Clutch Repair,High,1,1,2,50.28
Mini Truck,11,359654,14,Suspension Repair,Low,0,3,7,66.08
Mini Truck,8,334931,16,Oil Change,High,0,8,7,59.44
Mini Truck,6,194304,2,Clutch Repair,High,0,8,5,80.7
Van,6,298268,8,Brake Repair,Low,1,6,10,27.56
Mini Truck,8,321858,4,Suspension Repair,Medium,1,7,5,34.74
Truck,9,444835,6,Clutch Repair,Medium,0,6,1,56.11
Bus,2,78889,1,Suspension Repair,Medium,1,9,10,29.05
Van,10,268342,4,Electrical Repair,Medium,1,13,2,21.01
Mini Truck,2,92486,1,Transmission Repair,High,1,1,1,66.16
Bus,1,25142,9,Tyre Replacement,Medium,1,10,3,15.88
Mini Truck,9,443961,15,Electrical Repair,High,1,1,4,46.17
Truck,3,100713,0,Brake Repair,Low,0,6,1,21.56
Mini Truck,11,293941,15,Transmission Repair,Low,0,7,10,101.31
Van,3,96240,3,Engine Repair,Medium,0,14,2,73.23
Truck,7,219079,1,Oil Change,Medium,0,1,3,40.64
Van,7,345710,13,Tyre Replacement,Medium,1,6,4,27.8
Mini Truck,12,451141,0,Electrical Repair,Medium,0,13,5,52.97
Mini Truck,11,467664,13,Battery Replacement,Medium,0,12,7,59.37
Mini Truck,4,147433,10,Transmission Repair,Medium,1,4,5,67.22
Bus,12,334384,8,Suspension Repair,High,1,15,9,51.1
Mini Truck,6,284771,3,Transmission Repair,High,0,13,5,107.11
Van,11,460164,17,Suspension Repair,High,0,14,7,84.2
Van,7,277665,9,Clutch Repair,Medium,0,3,1,63.88
Mini Truck,6,287501,7,Oil Change,High,1,4,3,35.84
Mini Truck,10,397024,6,Transmission Repair,Medium,0,14,7,92.11
Truck,6,156233,12,Transmission Repair,Medium,0,6,1,85.6
Bus,7,296498,5,Oil Change,Low,1,4,5,21.01
Van,10,448832,6,Oil Change,High,1,8,4,38.96
Mini Truck,3,116252,4,Electrical Repair,High,0,4,9,57.23
Truck,7,211099,10,Clutch Repair,Medium,0,6,1,48.3
Truck,5,170022,0,Tyre Replacement,High,0,5,4,50.85
Van,2,59127,7,Transmission Repair,High,0,14,4,96.82
Bus,4,110311,12,Brake Repair,Low,0,4,6,53.95
Truck,5,238893,2,Suspension Repair,Medium,0,15,8,47.69
Van,9,338804,12,Tyre Replacement,High,1,2,1,39.6
Bus,8,258574,16,Engine Repair,High,1,6,5,77.83
Bus,2,67009,10,Suspension Repair,Low,0,10,4,43.86
Truck,2,81236,10,Transmission Repair,Medium,1,6,4,64.78
Mini Truck,12,316384,13,Tyre Replacement,Medium,0,9,2,50.29
Mini Truck,4,132433,7,Transmission Repair,Medium,0,14,3,72.63
Bus,8,298186,13,Tyre Replacement,Medium,1,15,2,23.98
Van,7,182535,8,Clutch Repair,Low,1,7,3,32.08
Truck,10,412905,1,Suspension Repair,High,0,2,10,79.75
Van,1,32696,9,Electrical Repair,Low,1,12,8,18.39
Truck,5,168986,0,Electrical Repair,High,0,15,3,50.54
Mini Truck,4,188696,12,Brake Repair,Low,0,5,4,46.15
Truck,5,190808,5,Brake Repair,High,1,11,3,35.73
Truck,3,123404,9,Engine Repair,Medium,1,6,1,46.47
Van,9,271059,7,Brake Repair,Low,1,3,8,28.99
Bus,6,265753,6,Battery Replacement,Low,0,2,6,42.47
Truck,12,449546,20,Transmission Repair,Low,0,9,4,92.19
Van,7,336228,11,Engine Repair,Low,0,11,3,80.33
Mini Truck,8,231117,3,Electrical Repair,Low,1,3,10,31.89
Truck,11,520209,19,Tyre Replacement,Medium,1,13,2,29.93
Mini Truck,4,121197,8,Brake Repair,Medium,0,11,10,48.75
Truck,12,563936,15,Engine Repair,High,0,3,2,104.8
Van,7,323688,2,Electrical Repair,Medium,0,11,8,56.95
Mini Truck,2,51763,5,Tyre Replacement,High,1,8,1,23.37
Mini Truck,11,428101,11,Brake Repair,Medium,0,1,5,58.22
Bus,1,25339,2,Oil Change,Low,1,12,9,11.84
Van,9,354595,17,Oil Change,Low,1,11,6,23.18
Truck,3,116446,8,Suspension Repair,Medium,1,1,4,30.82
Truck,5,126115,9,Engine Repair,Medium,1,11,8,54.05
Bus,5,206976,1,Clutch Repair,High,0,4,7,80.28
Truck,1,27474,3,Clutch Repair,High,0,8,3,53.87
Truck,6,176248,3,Engine Repair,Medium,1,1,2,53.54
Bus,3,94516,0,Brake Repair,Low,0,6,4,31.26
Truck,9,419047,6,Brake Repair,High,1,9,2,38.13
Mini Truck,4,154438,0,Engine Repair,High,0,11,8,84.04
Mini Truck,10,253310,14,Clutch Repair,High,1,11,8,57.77
Mini Truck,8,248283,1,Oil Change,Low,1,3,2,11.36
Bus,12,352283,1,Battery Replacement,Low,1,2,7,26.3
Van,5,198482,5,Oil Change,High,1,2,3,34.46
Van,8,201682,16,Electrical Repair,Low,0,15,10,44.94
Bus,11,434348,11,Transmission Repair,Medium,1,10,8,79.14
Van,10,353659,11,Electrical Repair,Medium,0,10,3,55.13
Mini Truck,8,220512,7,Battery Replacement,Medium,0,12,9,57.35
Mini Truck,3,130791,3,Electrical Repair,Medium,0,3,7,52.44
Mini Truck,9,282346,0,Electrical Repair,Medium,1,4,8,36.71
Truck,4,171364,8,Battery Replacement,High,1,14,1,22.86
Van,12,373290,6,Transmission Repair,High,1,2,5,87.28
Bus,7,274945,5,Battery Replacement,Medium,0,12,4,31.71
Bus,11,332907,2,Battery Replacement,Medium,0,11,5,41.52
Truck,6,198645,4,Clutch Repair,Low,0,10,7,60.46
Mini Truck,4,154481,4,Battery Replacement,Low,1,7,6,12.0
Mini Truck,9,373210,12,Clutch Repair,Medium,0,4,7,79.19
Van,1,25927,4,Clutch Repair,Low,1,11,10,31.1
Van,7,234510,2,Electrical Repair,High,0,12,3,47.21
Van,8,215112,12,Electrical Repair,High,0,5,2,56.86
Bus,1,37357,2,Brake Repair,Low,1,3,3,13.21
Van,5,187890,1,Clutch Repair,Low,0,2,9,50.55
Mini Truck,12,509966,20,Oil Change,Medium,1,11,8,38.86
Bus,10,375059,9,Battery Replacement,High,0,6,3,54.86
Truck,8,232568,3,Transmission Repair,High,1,13,6,77.1
Mini Truck,6,285471,11,Brake Repair,High,0,15,1,57.51
Truck,8,255380,10,Suspension Repair,Low,0,7,4,39.05
Van,10,370847,11,Electrical Repair,Medium,0,12,7,52.26
Mini Truck,10,329977,13,Engine Repair,Medium,0,2,10,86.88
Truck,7,314041,5,Oil Change,Low,0,11,1,40.15
Truck,7,304434,11,Engine Repair,High,0,2,7,94.78
Van,7,206597,7,Brake Repair,Medium,1,5,10,33.74
Truck,1,35173,9,Oil Change,Low,1,11,3,5.9
Bus,12,455112,11,Clutch Repair,Medium,0,6,7,68.78
Truck,3,138154,4,Engine Repair,High,0,3,6,91.22
Truck,8,271389,2,Tyre Replacement,Medium,0,11,5,43.24
Mini Truck,3,88932,11,Tyre Replacement,High,0,7,1,45.84
Mini Truck,4,174900,9,Transmission Repair,Medium,1,2,4,68.53
Bus,6,211277,1,Electrical Repair,Medium,0,13,1,34.1
Truck,8,356713,12,Clutch Repair,High,1,13,10,57.62
Truck,11,499735,9,Electrical Repair,High,1,3,5,52.95
Truck,9,421413,5,Brake Repair,Medium,1,11,4,24.82
Bus,11,323731,13,Suspension Repair,High,0,2,4,68.63
Mini Truck,4,156202,7,Oil Change,Medium,0,2,8,47.14
Bus,1,48145,2,Transmission Repair,Low,0,11,3,70.46
Truck,12,575361,7,Oil Change,Medium,0,3,4,53.98
Bus,5,243199,0,Brake Repair,High,0,11,5,53.97
Bus,3,113866,8,Transmission Repair,Low,0,3,5,77.79
Bus,1,47862,9,Transmission Repair,Medium,1,6,2,62.18
Truck,11,544879,13,Brake Repair,Medium,1,5,1,34.17
Bus,2,70245,7,Electrical Repair,Low,0,15,4,40.07
Truck,6,231538,13,Tyre Replacement,Medium,1,2,10,35.54
Truck,9,441177,5,Suspension Repair,Low,0,1,4,56.43
Mini Truck,6,220036,2,Tyre Replacement,Low,0,4,8,43.8
Mini Truck,7,327852,13,Tyre Replacement,Low,1,4,4,19.61
Mini Truck,2,87269,4,Brake Repair,Low,0,10,1,27.67
Bus,3,111758,10,Tyre Replacement,Medium,0,7,7,44.99
Van,5,178754,3,Engine Repair,Medium,0,4,5,70.16
Mini Truck,6,176876,11,Clutch Repair,Medium,1,15,10,42.35
Bus,12,319546,16,Suspension Repair,Medium,1,3,5,44.93
Van,12,594660,5,Suspension Repair,High,0,9,6,74.14
Truck,8,270513,6,Electrical Repair,Low,1,3,9,28.64
Bus,10,321297,15,Oil Change,Low,1,13,10,30.76
Mini Truck,5,167828,3,Electrical Repair,High,0,14,8,66.62
Bus,1,33474,7,Brake Repair,High,0,1,1,59.93
Bus,5,142874,8,Clutch Repair,Medium,0,15,5,53.12
Mini Truck,11,472809,16,Suspension Repair,Medium,1,10,9,44.13
Bus,8,204299,13,Brake Repair,Medium,0,14,7,60.96
Truck,2,67095,9,Battery Replacement,Low,0,1,4,43.78
Bus,12,534897,3,Electrical Repair,Medium,1,14,6,33.6
Mini Truck,7,260404,0,Electrical Repair,Low,1,1,2,18.4
Mini Truck,8,373588,9,Transmission Repair,High,0,4,5,102.36
Bus,10,482676,13,Clutch Repair,Medium,0,15,5,63.64
Truck,11,450701,13,Suspension Repair,High,0,8,6,77.08
Truck,3,109641,2,Clutch Repair,Medium,0,8,9,68.82
Van,6,266838,1,Transmission Repair,Low,0,6,1,70.78
Bus,12,557164,13,Tyre Replacement,Medium,1,9,2,32.85
Mini Truck,4,167803,10,Transmission Repair,High,0,13,7,109.93
Truck,11,477040,6,Electrical Repair,High,1,4,1,45.07
Truck,1,27603,2,Battery Replacement,High,1,10,6,23.19
Truck,10,420006,6,Oil Change,Medium,1,3,8,29.67
Mini Truck,6,287410,6,Battery Replacement,Low,0,7,6,42.38
Van,1,31366,6,Engine Repair,Medium,1,11,5,49.22
Van,11,410352,12,Clutch Repair,High,1,12,4,58.9
Van,2,85207,1,Tyre Replacement,Low,0,6,8,40.36
Truck,8,387187,1,Battery Replacement,Low,0,15,8,37.69
Bus,6,270844,7,Suspension Repair,Low,1,15,3,18.86
Mini Truck,4,151434,7,Clutch Repair,Medium,0,9,10,73.07
Mini Truck,8,269459,15,Electrical Repair,High,1,11,5,42.77
Van,5,235010,8,Electrical Repair,Low,1,14,4,21.21
Mini Truck,12,541012,8,Oil Change,Low,1,7,8,28.04
Mini Truck,9,349602,9,Oil Change,Medium,0,1,8,61.38
Mini Truck,6,171107,4,Battery Replacement,Medium,0,5,2,32.47
Bus,8,254446,6,Oil Change,High,0,13,1,40.77
Bus,12,317562,13,Electrical Repair,Medium,1,12,9,39.14
Van,4,197630,4,Transmission Repair,Medium,0,9,6,89.69
Bus,4,144820,2,Engine Repair,High,0,7,7,79.8
Truck,1,33527,7,Oil Change,High,0,2,1,44.29
Bus,10,447516,11,Suspension Repair,Low,0,10,10,65.79
Mini Truck,6,171063,1,Clutch Repair,Low,1,9,4,26.28
Mini Truck,5,177663,6,Brake Repair,Medium,1,8,8,28.13
Mini Truck,2,83470,10,Suspension Repair,High,1,11,1,30.08
Bus,12,541989,18,Suspension Repair,Medium,1,9,3,43.24
Truck,12,495488,4,Electrical Repair,Medium,1,10,10,37.6
Bus,1,42260,9,Brake Repair,Medium,0,12,4,34.82
Truck,12,394623,18,Tyre Replacement,Medium,1,15,5,28.67
Truck,6,222938,13,Battery Replacement,High,0,10,9,62.64
Van,3,83793,4,Oil Change,Medium,0,4,2,40.53
Mini Truck,7,183449,9,Battery Replacement,Medium,1,14,4,18.12
Van,9,379869,2,Transmission Repair,Medium,1,3,5,75.21
Mini Truck,5,238343,4,Tyre Replacement,Low,0,6,10,40.93
Bus,2,51093,10,Tyre Replacement,High,0,13,9,61.97
Van,6,171518,8,Suspension Repair,Medium,1,15,8,33.72
Mini Truck,5,137518,3,Brake Repair,Low,1,2,9,24.04
Van,1,29631,5,Clutch Repair,Medium,0,5,7,56.54
Truck,6,205060,9,Clutch Repair,High,1,11,3,44.46
Truck,8,344278,10,Electrical Repair,High,0,13,10,79.54
Bus,12,339833,5,Clutch Repair,Medium,1,6,9,52.41
Truck,7,295773,11,Tyre Replacement,Low,0,14,2,40.69
Van,5,194794,12,Brake Repair,High,0,12,1,48.4
Truck,5,238527,6,Engine Repair,Medium,0,12,10,76.03
Bus,3,88473,11,Electrical Repair,High,1,12,4,33.26
Truck,10,442808,3,Tyre Replacement,Low,1,3,8,27.14
Van,5,136885,1,Transmission Repair,High,1,2,4,74.81
Van,2,71780,10,Electrical Repair,Medium,0,14,1,35.35
Bus,4,105110,3,Oil Change,Medium,1,1,8,26.13
Mini Truck,9,248055,3,Oil Change,High,1,6,10,42.21
Bus,11,439029,10,Battery Replacement,Medium,1,4,5,33.14
Bus,5,140686,12,Clutch Repair,High,0,10,10,73.62
Van,7,335923,8,Electrical Repair,Low,0,7,5,37.53
Truck,1,38741,1,Suspension Repair,High,1,12,10,38.25
Truck,1,26929,8,Tyre Replacement,Low,1,3,2,9.63
Mini Truck,9,262065,13,Clutch Repair,Low,0,11,2,61.24
Bus,11,485820,5,Suspension Repair,High,1,3,1,46.54
Van,11,417076,15,Brake Repair,High,0,1,6,78.72
Van,3,121097,7,Tyre Replacement,Low,1,1,4,13.31
Van,3,78998,0,Battery Replacement,Medium,1,10,8,17.44
Van,5,230521,3,Clutch Repair,Medium,0,3,10,66.45
Truck,5,168866,2,Oil Change,Medium,0,12,3,45.73
Mini Truck,1,37455,0,Transmission Repair,High,0,3,3,87.1
Truck,7,269008,9,Battery Replacement,Medium,1,13,7,25.7
Bus,1,48527,9,Oil Change,Medium,0,11,9,54.06
Bus,7,277797,8,Engine Repair,Low,0,15,7,78.02
Bus,7,210268,7,Clutch Repair,High,1,9,9,54.49
Mini Truck,12,499710,11,Suspension Repair,High,0,2,4,79.48
Truck,7,344647,4,Tyre Replacement,High,0,15,2,44.79
Van,9,325188,0,Transmission Repair,Medium,1,11,8,70.84
Truck,10,411323,0,Engine Repair,High,0,4,6,87.12
Bus,9,378842,10,Engine Repair,High,0,12,10,100.06
Bus,2,88608,1,Transmission Repair,Medium,0,6,4,75.72
Mini Truck,3,148504,3,Electrical Repair,Low,1,8,4,16.75
Truck,10,336869,7,Tyre Replacement,High,1,8,1,34.22
Bus,9,424003,16,Suspension Repair,High,1,14,6,51.2
Mini Truck,12,378249,18,Tyre Replacement,Medium,0,14,3,61.78
Van,12,581291,0,Brake Repair,High,0,3,4,65.06
Van,1,39312,8,Clutch Repair,Medium,1,9,5,31.29
Mini Truck,8,307349,15,Clutch Repair,Low,1,5,6,44.76
Van,8,270464,8,Electrical Repair,High,1,6,3,38.94
Truck,4,146846,10,Engine Repair,Low,1,6,6,49.97
Bus,10,414759,5,Clutch Repair,High,1,5,9,60.05
Mini Truck,5,136401,10,Brake Repair,High,1,9,7,41.55
Van,7,291329,10,Brake Repair,High,0,13,10,72.73
Mini Truck,5,168862,3,Transmission Repair,High,1,6,6,76.0
Truck,6,264250,4,Brake Repair,High,1,8,9,40.88
Mini Truck,4,194715,0,Oil Change,High,0,6,9,50.23
Truck,2,75952,3,Oil Change,Low,1,10,8,12.11
Van,3,111802,2,Tyre Replacement,High,1,13,9,32.87
Van,5,226226,10,Tyre Replacement,Medium,1,7,9,30.0
Truck,10,414739,16,Transmission Repair,Medium,0,2,9,94.5
Bus,1,31684,3,Transmission Repair,High,0,2,6,96.74
Mini Truck,12,426883,11,Clutch Repair,Medium,1,12,8,49.47
Truck,6,235536,4,Transmission Repair,Medium,0,6,4,98.72
Van,7,185722,13,Battery Replacement,Medium,1,11,3,22.35
Mini Truck,3,81301,10,Electrical Repair,High,0,7,5,70.12
Truck,2,89275,2,Clutch Repair,Medium,1,8,3,29.13
Bus,12,322320,5,Brake Repair,Medium,1,12,4,30.42
Van,1,47071,7,Battery Replacement,Medium,1,9,3,14.12
Truck,3,125630,2,Suspension Repair,Medium,0,10,6,50.26
Mini Truck,11,543434,8,Transmission Repair,High,1,1,8,98.78
Truck,8,290018,2,Brake Repair,High,0,8,8,66.28
Bus,2,60038,9,Transmission Repair,Medium,0,13,5,80.15
Bus,4,188104,1,Suspension Repair,Medium,0,9,4,50.63
Bus,11,524492,8,Battery Replacement,Medium,1,6,7,30.17
Bus,10,485376,1,Battery Replacement,Low,1,6,5,20.04
Bus,11,385229,9,Engine Repair,Medium,1,11,8,65.44
Truck,6,257617,12,Tyre Replacement,Low,0,14,10,42.55
Truck,8,306146,7,Transmission Repair,Low,1,4,6,67.44
Mini Truck,8,232765,1,Oil Change,Low,0,6,5,44.5
Mini Truck,4,137714,9,Transmission Repair,Low,0,14,5,88.37
Mini Truck,3,97668,5,Electrical Repair,Medium,1,7,5,21.29
Truck,4,144906,4,Battery Replacement,Medium,0,7,9,45.33
Bus,8,256097,10,Tyre Replacement,Low,0,9,6,42.55
Bus,9,229627,11,Battery Replacement,High,1,14,8,39.02
Bus,9,250616,13,Suspension Repair,Low,0,13,9,53.88
Truck,4,153810,2,Engine Repair,Low,1,8,1,38.88
Bus,1,40237,1,Transmission Repair,Medium,1,11,2,51.39
Bus,12,558316,18,Battery Replacement,High,0,5,2,73.53
Bus,12,467427,18,Electrical Repair,Low,0,8,5,56.45
Mini Truck,1,29019,7,Oil Change,Low,1,2,1,1.23
Truck,8,291208,0,Oil Change,Low,1,12,1,11.92
Mini Truck,8,350150,8,Oil Change,Medium,1,12,10,32.28
Van,9,306946,10,Brake Repair,Medium,0,2,6,63.52
Van,11,497413,14,Suspension Repair,High,0,6,4,78.61
Mini Truck,4,148236,10,Electrical Repair,High,1,1,8,43.34
Truck,8,233577,4,Clutch Repair,High,0,5,2,68.73
Van,6,177910,12,Engine Repair,High,0,2,5,94.07
Truck,10,372708,9,Tyre Replacement,Medium,1,10,4,26.74
Mini Truck,7,233986,10,Battery Replacement,High,1,8,2,34.39
Bus,9,230858,6,Oil Change,High,0,15,8,56.26
Bus,11,504089,11,Clutch Repair,Low,1,14,1,30.37
Van,6,197572,10,Suspension Repair,Low,1,13,10,30.75
Bus,12,335813,4,Clutch Repair,High,1,7,10,61.42
Truck,2,58274,10,Tyre Replacement,Low,0,2,5,31.97
Bus,3,124494,1,Brake Repair,High,1,13,9,34.21
Van,6,230251,6,Electrical Repair,Medium,1,11,5,26.02
Mini Truck,6,206300,2,Electrical Repair,High,1,5,5,38.2
Truck,2,84129,1,Clutch Repair,High,1,2,4,43.45
Mini Truck,8,249173,16,Oil Change,High,1,3,1,34.87
Van,9,441407,17,Brake Repair,High,0,8,7,76.58
Bus,2,85196,4,Battery Replacement,Low,1,7,3,4.98
Van,1,27441,4,Clutch Repair,Low,0,4,6,49.23
Truck,2,57293,2,Battery Replacement,Low,0,15,7,16.06
Van,1,41651,7,Suspension Repair,Medium,1,15,8,29.42
Truck,12,305540,13,Battery Replacement,Medium,0,9,4,57.53
Mini Truck,3,123912,0,Battery Replacement,Medium,1,12,2,8.83
Mini Truck,3,87295,7,Tyre Replacement,Low,1,9,9,12.67
Mini Truck,9,237930,9,Brake Repair,High,1,14,10,44.76
Van,1,32411,2,Suspension Repair,Medium,1,13,7,23.9
Bus,10,362564,14,Transmission Repair,Low,0,7,1,85.1
Van,10,428711,0,Suspension Repair,Medium,0,10,8,47.66
Van,5,142129,5,Brake Repair,High,1,11,1,31.88
Truck,9,243127,11,Clutch Repair,High,0,4,7,88.96
Van,10,352566,14,Oil Change,Medium,1,3,2,26.08
Bus,4,108779,9,Engine Repair,High,1,12,3,58.69
Bus,3,127629,0,Tyre Replacement,Low,0,7,10,28.22
Mini Truck,6,222442,8,Oil Change,Low,0,4,6,47.8
Van,9,441938,9,Engine Repair,High,0,1,7,102.81
Mini Truck,4,142765,1,Battery Replacement,Medium,1,15,5,12.56
Mini Truck,10,307061,11,Brake Repair,Low,0,12,2,42.39
Truck,2,59865,8,Engine Repair,Low,0,10,6,72.87
Mini Truck,10,401568,0,Engine Repair,Medium,1,2,8,65.25
Mini Truck,2,81846,0,Engine Repair,Low,1,7,9,47.22
Mini Truck,1,43780,4,Brake Repair,Low,1,15,7,11.97
Truck,6,174437,6,Transmission Repair,High,0,13,9,111.33
Bus,4,131335,7,Suspension Repair,High,1,2,9,51.27
Mini Truck,7,294932,14,Suspension Repair,Low,0,7,5,48.99
Bus,6,269287,10,Engine Repair,Low,1,13,4,48.58
Truck,4,129595,2,Transmission Repair,High,1,12,8,77.2
Bus,8,269213,10,Brake Repair,Low,1,9,5,21.99
Truck,10,329552,14,Engine Repair,Low,0,6,7,70.25
Bus,5,146259,7,Oil Change,Medium,1,14,10,25.01
Bus,8,308411,3,Brake Repair,Low,0,8,10,53.66
Mini Truck,5,240489,7,Electrical Repair,Medium,1,7,6,29.91
Mini Truck,3,142074,9,Battery Replacement,Low,0,7,10,37.45
Bus,9,313566,8,Oil Change,Low,0,10,9,46.48
Mini Truck,9,449990,11,Suspension Repair,Low,1,7,10,37.65
Van,11,488764,2,Engine Repair,High,0,15,7,104.21
Mini Truck,1,45473,7,Battery Replacement,Medium,1,10,6,13.06
Mini Truck,1,49801,3,Suspension Repair,Low,1,4,8,24.47
Mini Truck,10,298165,14,Brake Repair,High,0,1,8,71.93
Bus,2,58520,8,Suspension Repair,Low,0,11,1,38.49
Van,5,151439,2,Engine Repair,Low,0,1,3,64.86
Van,5,161690,6,Oil Change,Medium,0,14,7,52.68
Bus,12,418785,0,Suspension Repair,High,1,11,3,38.85
Van,6,264726,8,Suspension Repair,Medium,0,10,5,46.95
Van,9,315081,7,Battery Replacement,High,0,1,7,57.56
Bus,9,442062,17,Electrical Repair,Medium,1,13,6,34.79
Van,2,57631,9,Clutch Repair,Low,1,3,6,34.53
Bus,5,243556,2,Clutch Repair,Low,1,4,8,33.07
Mini Truck,5,142303,5,Electrical Repair,Low,1,9,7,19.08
Mini Truck,9,329041,0,Tyre Replacement,Low,0,12,10,37.29
Van,2,66325,1,Battery Replacement,Low,0,10,6,41.7
Mini Truck,7,229748,4,Clutch Repair,Medium,1,3,9,40.73
Mini Truck,4,191706,1,Transmission Repair,Low,1,10,6,55.31
Mini Truck,3,89824,7,Suspension Repair,Medium,1,2,7,36.09
Truck,4,125519,12,Tyre Replacement,High,0,8,1,45.27
Bus,2,95978,0,Tyre Replacement,High,1,5,6,29.15
Truck,3,77779,2,Tyre Replacement,High,0,2,8,55.3
Bus,6,221195,1,Suspension Repair,Medium,1,10,3,29.6
Truck,1,33816,6,Suspension Repair,Low,1,6,1,18.23
Truck,6,194857,6,Battery Replacement,Medium,1,3,1,19.21
Van,12,508794,1,Battery Replacement,High,1,5,9,43.26
Van,4,101755,9,Electrical Repair,High,1,3,4,38.62
Van,7,315223,0,Suspension Repair,Low,0,14,5,43.33
Mini Truck,10,290246,7,Tyre Replacement,Medium,1,2,5,29.76
Bus,9,409469,3,Battery Replacement,Low,0,6,1,31.6
Mini Truck,8,359725,15,Tyre Replacement,Low,0,6,2,52.46
Van,1,28904,8,Tyre Replacement,High,1,3,4,27.93
Van,12,378325,18,Battery Replacement,Low,1,10,4,28.34
Mini Truck,10,339251,16,Tyre Replacement,High,0,6,9,73.32
Bus,2,55067,6,Engine Repair,High,1,2,5,66.22
Van,1,40291,5,Battery Replacement,Medium,0,13,5,32.94
Bus,9,437520,14,Engine Repair,High,1,3,7,78.25
Van,6,170900,8,Clutch Repair,Low,0,3,5,63.74
Mini Truck,12,535684,7,Suspension Repair,High,1,8,3,48.09
Bus,5,150070,10,Transmission Repair,Low,1,14,5,56.26
