Vehicle_Type,Fuel_Type,Vehicle_Age,Average_Mileage,Trip_Distance,Max_Capacity,Cargo_Weight,Traffic,Road_Type,AC,Fuel_Required
Bus,Diesel,7,4.65,444,1,1,High,Mixed,0,146.94
Mini Truck,Diesel,4,6.53,245,3969,591,High,City,0,56.29
Mini Truck,Diesel,3,9.54,715,1933,965,High,Highway,0,99.78
Mini Truck,Petrol,5,9.49,662,3926,2220,High,City,0,105.75
Bus,Petrol,8,4.16,662,1,0,Medium,City,1,220.02
Bus,Petrol,4,4.19,858,0,0,High,Mixed,0,276.26
Mini Truck,Diesel,8,8.06,86,2444,2388,Medium,City,0,17.09
Bus,Petrol,9,4.98,434,1,0,High,Highway,1,119.02
Mini Truck,Petrol,4,8.1,721,1637,34,Medium,City,0,115.71
Van,Diesel,10,11.39,137,722,184,High,Mixed,0,17.44
Bus,Diesel,9,4.76,178,0,0,High,Mixed,1,54.52
Truck,Diesel,1,4.95,957,11002,115,Medium,City,0,240.93
Truck,Diesel,8,4.76,818,6595,3940,Low,Mixed,0,217.47
Mini Truck,Diesel,4,7.1,698,3893,2094,Medium,Mixed,1,134.66
Mini Truck,Diesel,4,8.86,522,1181,861,Medium,City,1,85.3
Van,Diesel,6,11.13,839,1413,27,Medium,City,0,99.47
Truck,Diesel,11,5.7,350,6572,820,Medium,City,0,84.64
Bus,Petrol,11,4.81,679,1,0,Low,Mixed,1,177.15
Van,Petrol,12,13.93,338,1039,91,Medium,Mixed,0,33.81
Truck,Diesel,5,3.19,687,10919,842,High,Highway,0,275.94
Van,Petrol,1,10.19,136,1597,909,Medium,Mixed,1,17.74
Truck,Diesel,10,4.92,477,10378,10123,High,Highway,0,144.91
Van,Petrol,11,10.6,318,1373,1049,Medium,City,1,45.88
Bus,Diesel,4,4.64,996,1,1,Medium,Highway,0,283.58
Mini Truck,Diesel,3,8.45,796,2965,895,Medium,Mixed,0,118.19
Truck,Petrol,10,5.83,743,8997,7422,Low,Mixed,0,167.95
Mini Truck,Diesel,2,8.04,780,3291,3170,Low,Mixed,0,124.28
Van,Diesel,6,12.36,331,1944,1355,High,Highway,0,38.39
Van,Diesel,5,9.54,583,1263,141,Medium,Mixed,1,78.49
Van,Petrol,7,9.14,327,1455,424,Medium,City,1,51.97
Bus,Petrol,3,4.45,577,1,1,Medium,Mixed,0,179.47
Mini Truck,Petrol,12,9.73,454,3497,470,Low,City,0,60.69
Bus,Diesel,3,4.8,545,0,0,High,Highway,1,148.59
Truck,Petrol,2,3.68,300,7912,6863,High,City,1,130.08
Truck,Petrol,9,3.61,314,10976,7368,Low,Mixed,0,112.82
Van,Petrol,5,12.99,226,994,994,Low,Highway,1,21.65
Bus,Diesel,10,4.45,139,1,0,High,Highway,1,42.56
Mini Truck,Petrol,8,6.49,443,2546,1701,Medium,Highway,0,88.51
Van,Petrol,12,11.36,198,992,284,Low,Highway,0,19.52
Van,Diesel,5,12.68,94,1614,81,Low,Mixed,1,8.6
Mini Truck,Diesel,7,7.95,36,3528,3032,Low,City,1,4.59
Truck,Petrol,3,4.91,433,7523,6670,Low,City,1,121.95
Truck,Diesel,4,3.74,488,8741,1026,Medium,City,1,177.26
Mini Truck,Petrol,3,9.47,132,2543,215,High,City,0,19.42
Mini Truck,Diesel,7,6.87,821,3324,2394,Medium,Mixed,1,170.56
Bus,Petrol,10,4.52,517,0,0,High,City,1,173.78
Bus,Diesel,5,4.22,241,0,0,High,City,0,81.67
Van,Petrol,6,9.38,871,1978,426,Medium,City,1,130.93
Mini Truck,Petrol,3,6.72,606,3195,936,Low,City,1,114.9
Van,Diesel,2,10.52,407,1239,565,High,Mixed,0,52.8
Bus,Petrol,5,4.16,172,0,0,Medium,Highway,0,46.3
Bus,Petrol,9,4.03,85,1,0,Low,Mixed,0,24.09
Bus,Diesel,10,3.64,471,0,0,Medium,Mixed,1,171.67
Mini Truck,Diesel,9,6.78,843,3860,2164,Medium,Mixed,0,169.53
Truck,Diesel,12,5.09,107,10871,3984,Medium,Highway,0,25.48
Bus,Diesel,2,3.5,567,1,1,Medium,Highway,0,210.05
Truck,Petrol,9,3.23,66,10472,1594,High,Mixed,1,30.2
Bus,Petrol,5,3.26,436,1,0,High,Mixed,0,181.27
Van,Petrol,10,12.94,848,1000,946,High,Highway,1,100.27
Bus,Diesel,12,4.49,433,0,0,Low,Highway,0,107.51
Van,Diesel,3,14.75,682,1384,686,High,City,0,67.75
Bus,Diesel,3,3.58,118,0,0,Medium,Highway,0,37.21
Mini Truck,Petrol,8,6.15,282,2290,308,Medium,Mixed,0,57.87
Truck,Diesel,7,4.27,889,7093,1685,High,Mixed,0,294.82
Van,Diesel,3,10.67,257,564,327,High,Highway,0,30.48
Van,Diesel,6,11.27,117,1841,56,High,Mixed,0,13.74
Truck,Diesel,4,3.77,248,8025,1712,High,Highway,0,85.77
Van,Diesel,6,10.09,835,1275,239,Low,Highway,0,90.73
Bus,Petrol,7,4.36,241,1,0,Medium,Highway,1,70.67
Bus,Petrol,10,3.89,197,0,0,Medium,Mixed,1,67.77
Mini Truck,Diesel,5,6.7,993,1223,1194,Medium,Highway,1,202.69
Mini Truck,Petrol,11,9.62,697,1993,566,High,Mixed,1,109.37
Van,Petrol,4,11.14,724,688,342,Low,City,1,84.27
Bus,Petrol,10,4.69,802,1,1,Medium,Highway,1,244.44
Van,Diesel,10,14.5,127,1352,614,Medium,City,1,11.98
Van,Diesel,7,14.09,183,1929,759,Medium,City,1,19.81
Mini Truck,Petrol,12,7.27,233,1955,692,High,Mixed,1,48.5
Van,Petrol,12,10.5,918,1093,414,High,City,1,140.46
Van,Petrol,2,11.03,676,667,160,Medium,Mixed,1,78.49
Van,Diesel,6,10.63,440,1850,586,High,City,1,65.71
Van,Diesel,7,13.71,170,1305,1102,Medium,Mixed,1,17.62
Van,Diesel,7,9.58,989,959,689,High,Highway,0,148.72
Mini Truck,Diesel,12,7.85,43,1119,501,Medium,Highway,1,8.38
Van,Petrol,1,11.83,870,840,793,Low,Highway,1,91.03
Mini Truck,Petrol,9,9.62,415,1078,286,High,City,0,65.49
Truck,Diesel,2,5.94,626,9524,3218,Medium,City,1,145.99
Van,Petrol,11,10.67,612,795,766,High,Highway,1,86.79
Bus,Petrol,7,3.41,632,0,0,Low,City,0,225.78
Bus,Diesel,4,3.79,703,1,0,Low,Highway,1,203.2
Mini Truck,Petrol,10,7.84,482,3541,1679,High,Highway,1,89.42
Van,Diesel,6,10.32,127,727,33,Medium,Highway,0,12.69
Bus,Diesel,2,3.8,601,0,0,High,City,0,219.78
Truck,Diesel,4,3.69,507,7454,1764,High,City,1,208.5
Van,Petrol,9,13.77,865,1076,93,High,Mixed,1,92.93
Truck,Diesel,2,5.59,241,11087,9838,Low,Highway,1,52.94
Truck,Diesel,7,3.03,690,7635,4737,High,Mixed,0,338.55
Truck,Diesel,5,4.97,174,5646,316,High,Mixed,1,48.93
Mini Truck,Diesel,7,9.66,917,1135,148,High,Mixed,0,130.23
Van,Petrol,3,9.73,533,910,264,High,City,1,81.18
Bus,Diesel,1,3.42,96,0,0,Medium,Highway,1,34.44
Truck,Petrol,10,3.3,80,11905,6261,Low,City,1,33.48
Truck,Diesel,8,3.35,616,5215,800,High,City,0,271.41
Van,Petrol,8,13.01,975,508,82,High,Mixed,0,105.24
Bus,Diesel,2,3.27,344,1,1,Low,City,0,144.3
Van,Petrol,8,14.09,409,1254,1005,Medium,City,0,44.75
Truck,Diesel,9,5.37,960,4305,307,High,City,1,274.9
Truck,Petrol,2,5.35,275,7690,1387,High,Highway,0,65.22
Bus,Petrol,1,3.15,104,0,0,Medium,Highway,1,38.65
Truck,Petrol,10,4.99,88,6039,3182,Medium,Mixed,1,23.31
Bus,Petrol,3,5.0,795,0,0,High,City,1,232.32
Truck,Diesel,3,4.9,757,7636,3985,Low,Mixed,1,192.32
Bus,Petrol,7,3.78,79,1,0,Low,City,0,25.76
Bus,Petrol,8,3.7,394,1,0,Medium,Mixed,1,138.18
Van,Diesel,8,12.83,179,676,466,Medium,City,0,19.58
Bus,Petrol,6,3.05,507,1,0,Low,Mixed,0,188.5
Truck,Petrol,11,5.76,25,4822,1822,Medium,Mixed,1,5.38
Van,Petrol,1,13.72,816,1548,911,Low,Highway,0,65.72
Mini Truck,Petrol,9,8.4,843,3753,1113,Low,City,0,129.14
Van,Diesel,8,11.45,757,893,513,Low,Highway,1,82.54
Van,Diesel,4,9.86,199,803,185,High,Highway,1,25.95
Truck,Petrol,8,3.98,217,5548,4309,Medium,Mixed,1,79.31
Truck,Diesel,5,3.28,639,7390,3705,Low,Highway,1,233.34
Truck,Diesel,4,4.04,893,3486,3383,Medium,Highway,1,301.03
Mini Truck,Diesel,3,9.06,154,3173,2425,Low,City,1,22.38
Truck,Petrol,8,4.67,797,3670,2452,Medium,Mixed,0,235.28
Truck,Diesel,9,3.05,936,4192,194,Medium,Highway,1,384.51
Bus,Diesel,5,3.15,825,1,0,High,Highway,1,345.95
Bus,Petrol,9,3.82,770,1,1,High,Highway,0,299.7
Van,Diesel,11,12.06,248,1637,1249,Low,City,0,29.32
Bus,Petrol,9,4.28,709,0,0,Low,City,0,204.09
Van,Diesel,4,13.94,946,1770,1485,High,City,1,110.14
Van,Petrol,10,12.45,585,1153,679,Medium,City,1,71.25
Bus,Petrol,12,4.54,609,1,0,High,Highway,1,186.09
Mini Truck,Diesel,12,7.19,642,1627,1064,High,City,0,142.55
Mini Truck,Diesel,12,6.19,490,2358,1721,Low,Highway,1,101.95
Bus,Petrol,8,4.79,428,0,0,Medium,Highway,1,110.55
Mini Truck,Diesel,4,7.67,326,3294,283,High,Mixed,0,59.09
Van,Petrol,4,12.81,219,1548,574,Medium,Mixed,1,22.09
Van,Petrol,5,10.62,900,1441,1021,Low,City,0,113.05
Bus,Diesel,4,4.49,237,1,0,Medium,Mixed,0,61.89
Truck,Petrol,2,4.36,133,5064,2521,High,City,1,45.96
Van,Petrol,10,9.65,342,1594,692,Medium,City,0,50.58
Mini Truck,Diesel,8,8.25,186,2551,61,Medium,Highway,1,26.74
Mini Truck,Diesel,4,9.99,692,1872,453,Low,Mixed,1,82.94
Bus,Petrol,3,4.86,349,0,0,High,Mixed,0,94.71
Mini Truck,Diesel,1,7.12,465,1572,1239,Medium,Highway,0,82.11
Mini Truck,Diesel,2,7.94,162,1642,1229,Low,Highway,1,24.36
Truck,Petrol,8,4.62,387,5897,976,High,Highway,0,108.71
Mini Truck,Petrol,10,6.84,246,1020,405,Low,City,0,44.98
Van,Diesel,4,12.52,329,1524,92,High,City,0,36.61
Van,Diesel,1,11.51,69,1875,1198,Low,Mixed,0,7.77
Van,Diesel,6,12.71,518,1502,1237,Low,Mixed,0,49.21
Truck,Diesel,11,3.07,121,8596,7049,Medium,Highway,0,52.91
Bus,Petrol,12,4.44,85,1,1,High,Mixed,1,30.96
Bus,Petrol,1,4.45,252,0,0,Low,City,1,70.19
Van,Diesel,12,10.41,499,1288,1285,Medium,Mixed,0,70.46
Bus,Petrol,7,3.58,474,1,0,Low,Mixed,0,152.72
Bus,Petrol,4,4.36,962,0,0,Low,Mixed,1,258.32
Mini Truck,Petrol,7,8.85,372,2392,239,Low,Mixed,1,48.64
Mini Truck,Diesel,3,6.11,587,3357,655,Low,Mixed,1,115.74
Mini Truck,Diesel,7,8.65,81,3954,2559,Low,Highway,0,11.37
Truck,Diesel,7,4.44,969,11963,11137,Medium,Highway,1,303.44
Mini Truck,Petrol,4,7.34,223,1554,309,High,City,0,48.64
Bus,Diesel,2,4.74,682,1,1,High,City,1,230.59
Van,Petrol,2,9.5,339,811,620,Low,Highway,0,43.38
Truck,Diesel,8,5.49,790,7024,4667,High,Mixed,0,215.44
Van,Diesel,4,9.86,633,1395,705,High,Mixed,1,95.42
Mini Truck,Diesel,3,9.88,284,3192,2922,Low,City,0,38.6
Mini Truck,Petrol,6,8.28,961,2396,861,High,Highway,0,155.56
Truck,Diesel,5,5.0,417,3496,3336,Medium,Highway,1,113.72
Mini Truck,Petrol,3,7.72,928,1902,1784,Medium,Highway,0,156.52
Mini Truck,Diesel,5,7.26,847,2414,903,Low,City,1,151.87
Mini Truck,Petrol,7,8.45,561,2682,1065,Medium,Mixed,1,91.95
Mini Truck,Diesel,3,7.11,745,3366,1179,Medium,Highway,0,124.51
Bus,Petrol,11,3.28,443,0,0,High,Highway,1,185.03
Bus,Petrol,9,4.86,166,0,0,High,Highway,1,45.91
Van,Petrol,7,13.27,987,867,611,Low,Mixed,1,100.2
Truck,Petrol,10,5.33,918,7217,5610,Medium,Highway,0,230.14
Van,Diesel,5,11.62,942,1845,760,Low,Highway,0,91.56
Van,Petrol,8,11.77,736,1912,1750,High,Mixed,0,95.72
Bus,Petrol,8,4.45,402,1,0,Low,Mixed,1,110.22
Truck,Petrol,1,3.61,115,11678,2194,Medium,City,0,42.04
Van,Diesel,8,12.87,77,819,710,High,Mixed,1,11.71
Bus,Diesel,12,4.85,804,1,1,High,City,0,276.63
Mini Truck,Diesel,7,8.52,889,3748,575,High,City,0,153.94
Truck,Diesel,2,5.97,861,5482,221,Low,Mixed,1,167.02
Bus,Diesel,7,4.63,229,0,0,Low,City,1,64.37
Mini Truck,Diesel,9,6.67,639,3831,2212,Medium,City,0,137.47
Van,Petrol,1,14.11,279,1810,1386,High,City,1,31.9
Van,Diesel,9,14.91,601,1358,573,High,Highway,0,55.63
Van,Diesel,5,12.73,972,691,577,Low,City,0,103.03
Truck,Diesel,2,5.7,132,7780,3207,Medium,City,0,31.24
Truck,Diesel,9,5.2,281,3585,1170,High,Highway,0,74.27
Bus,Diesel,5,3.48,414,1,1,High,City,0,190.21
Van,Petrol,4,12.13,301,1840,211,High,Mixed,0,34.02
Mini Truck,Petrol,8,7.28,221,3071,204,Low,Mixed,0,37.47
Truck,Petrol,9,5.79,478,9249,4617,Low,City,1,115.1
Bus,Diesel,2,4.92,178,0,0,Medium,Mixed,0,44.46
Mini Truck,Diesel,8,8.81,129,2785,382,Medium,Mixed,1,19.0
Mini Truck,Petrol,2,6.34,866,3339,1925,Medium,City,1,193.41
Van,Diesel,3,11.48,756,1475,85,Medium,Highway,1,79.54
Van,Petrol,4,10.53,88,1818,1104,High,City,1,14.17
Bus,Petrol,12,3.3,393,1,0,Low,Highway,0,135.15
Bus,Diesel,7,3.8,116,0,0,Medium,Mixed,1,38.96
Bus,Diesel,2,4.36,458,1,1,High,City,0,164.65
Truck,Diesel,1,3.45,229,11444,5586,Low,City,0,80.86
Mini Truck,Petrol,7,8.37,281,3651,909,Medium,Highway,1,41.99
Truck,Diesel,6,3.38,986,11484,6072,Medium,City,0,411.11
Van,Diesel,9,11.8,568,890,7,High,City,0,69.79
Truck,Petrol,4,4.67,832,5734,3963,Medium,City,1,261.66
Truck,Diesel,9,3.88,729,8227,2101,High,City,1,292.12
Van,Diesel,10,9.37,169,1406,169,Low,Highway,0,20.62
Bus,Diesel,4,3.59,241,1,1,High,Highway,1,98.65
Mini Truck,Petrol,8,6.38,970,3535,3416,High,City,0,247.0
Mini Truck,Diesel,7,7.46,378,3498,1779,Medium,City,1,70.47
Mini Truck,Petrol,1,8.43,406,3963,2790,High,Highway,0,65.12
Bus,Petrol,1,3.03,185,1,0,Medium,Highway,1,68.87
Bus,Diesel,8,4.25,150,0,0,Low,Mixed,0,42.39
Bus,Diesel,10,4.41,390,1,0,High,City,1,135.35
Van,Petrol,1,13.57,827,1185,1009,High,Mixed,0,89.74
Truck,Petrol,1,5.24,90,4575,359,Medium,Mixed,0,22.51
Mini Truck,Diesel,1,8.02,377,1551,821,High,Mixed,0,64.92
Bus,Petrol,6,4.2,245,0,0,Medium,City,0,78.51
Bus,Petrol,2,4.2,310,0,0,High,City,1,107.4
Truck,Petrol,7,3.73,668,11279,6769,Medium,City,0,255.46
Van,Diesel,4,9.55,162,1513,1418,High,City,1,28.99
Bus,Diesel,9,3.28,290,1,1,High,Highway,1,134.83
Van,Petrol,1,9.24,41,570,144,High,City,0,5.34
Truck,Petrol,11,5.24,108,3286,1309,High,Highway,1,29.19
Bus,Diesel,3,3.99,430,0,0,High,Highway,0,134.08
Van,Diesel,6,14.39,410,1842,444,High,Mixed,0,38.72
Truck,Diesel,1,3.17,73,3617,2413,High,Mixed,0,34.4
Truck,Petrol,9,3.34,894,3058,1268,High,Highway,0,370.31
Van,Petrol,12,14.71,576,632,343,High,Highway,0,56.72
Van,Diesel,5,13.24,447,1797,908,Medium,Highway,0,41.21
Mini Truck,Petrol,3,8.14,544,3632,101,Low,Highway,0,66.99
Mini Truck,Diesel,6,9.41,818,3343,1241,Medium,Mixed,1,118.27
Mini Truck,Diesel,6,9.65,868,1902,150,Low,Highway,1,98.82
Van,Diesel,1,14.17,972,1386,1018,Low,Mixed,1,87.19
Bus,Diesel,2,4.12,784,0,0,Medium,Highway,1,221.0
Van,Petrol,7,13.4,795,1229,58,High,Highway,1,82.39
Mini Truck,Petrol,8,8.76,527,1402,1042,Medium,City,0,89.15
Van,Petrol,4,11.59,702,1577,1361,Medium,Highway,0,78.59
Mini Truck,Diesel,8,9.7,182,1704,1212,Low,City,1,27.94
Mini Truck,Petrol,9,9.32,603,3108,45,High,Mixed,0,89.09
Mini Truck,Petrol,2,9.8,211,2330,692,High,Mixed,0,30.22
Mini Truck,Petrol,10,8.33,128,2302,2193,Low,City,1,22.85
Mini Truck,Petrol,8,6.61,409,2321,2031,Medium,Highway,0,83.08
Bus,Diesel,6,3.06,960,0,0,High,City,0,450.15
Mini Truck,Diesel,7,7.32,212,3258,2386,High,Highway,0,42.06
Bus,Petrol,6,4.6,683,1,0,Low,City,1,187.43
Truck,Diesel,11,4.08,755,3714,17,High,Highway,1,253.53
Bus,Diesel,9,4.9,674,1,1,Medium,Highway,0,187.29
Truck,Diesel,10,3.59,768,5023,832,Low,City,0,273.64
Truck,Petrol,11,3.11,605,7509,1400,Low,City,1,261.48
Van,Diesel,3,10.36,639,887,417,Low,Highway,0,67.39
Mini Truck,Diesel,1,6.05,220,3041,2617,Low,Highway,1,47.07
Van,Petrol,11,13.26,738,784,265,High,City,1,90.36
Van,Petrol,12,12.81,526,550,334,High,Highway,1,62.29
Bus,Petrol,11,4.92,714,1,1,Medium,City,0,223.57
Mini Truck,Petrol,4,7.45,982,2244,1036,Medium,Highway,1,167.56
Bus,Diesel,5,3.76,382,1,1,High,Highway,1,151.25
Van,Petrol,9,13.45,982,968,677,Medium,Mixed,1,105.66
Van,Petrol,8,10.3,550,1302,613,Medium,Highway,0,67.84
Truck,Petrol,8,4.09,966,10716,74,High,Mixed,1,336.55
Van,Diesel,11,11.45,243,1749,1148,High,Mixed,1,33.89
Bus,Diesel,12,3.86,384,1,0,Low,Mixed,1,124.17
Bus,Diesel,6,4.99,630,0,0,Low,Mixed,1,147.95
Mini Truck,Petrol,3,8.93,488,1033,104,Low,City,0,64.44
Van,Diesel,12,11.8,776,965,936,Medium,Highway,1,94.5
Bus,Petrol,11,4.26,267,0,0,High,Highway,0,85.62
Mini Truck,Diesel,6,8.24,382,2438,450,Low,Mixed,0,55.06
Truck,Petrol,6,3.07,116,6030,4606,Medium,Highway,1,49.31
Van,Diesel,3,14.45,810,1721,542,High,Mixed,0,78.31
Van,Petrol,10,14.15,100,1177,385,High,Mixed,0,8.45
Truck,Diesel,4,4.97,909,3478,1125,Low,City,1,238.74
Van,Petrol,5,9.89,409,1389,1383,Low,Mixed,1,55.65
Truck,Diesel,9,4.09,217,6660,4329,High,Mixed,1,82.5
Bus,Petrol,6,4.91,61,1,1,High,Mixed,0,20.72
Van,Petrol,2,9.47,965,1863,1847,Medium,City,1,151.15
Bus,Diesel,12,3.91,965,0,0,Medium,Highway,1,311.76
Van,Diesel,7,11.73,276,1006,452,Medium,Highway,0,28.73
Truck,Petrol,8,4.12,799,9933,2732,Medium,City,0,268.78
Van,Petrol,1,12.08,543,1576,242,High,City,1,63.7
Van,Diesel,10,12.73,604,621,434,Low,Highway,1,57.13
Van,Diesel,4,14.54,992,1724,688,Low,City,1,88.96
Truck,Petrol,6,3.1,959,8405,2340,Low,Mixed,1,384.3
Mini Truck,Diesel,11,9.22,240,1709,1557,Medium,Highway,0,37.21
Bus,Petrol,2,4.32,78,0,0,Low,City,0,20.57
Mini Truck,Petrol,6,6.18,586,3783,592,Low,Mixed,0,110.27
Truck,Diesel,5,3.4,472,8927,6079,Medium,City,0,198.87
Truck,Diesel,12,3.99,312,3397,3065,High,City,0,126.97
Truck,Diesel,11,3.9,401,10141,10076,Low,Highway,0,132.05
Van,Petrol,8,9.71,348,1815,219,Low,City,0,45.09
Truck,Petrol,10,3.38,951,8566,1052,Medium,Highway,0,344.39
Truck,Petrol,3,5.06,768,4366,438,High,City,0,214.62
Van,Diesel,2,12.56,600,1004,406,Low,City,1,61.8
Van,Petrol,7,13.67,387,733,27,Low,Mixed,1,31.17
Mini Truck,Diesel,8,8.57,402,2418,331,Low,Highway,1,53.37
Bus,Petrol,1,3.02,26,0,0,Low,Mixed,1,10.36
Van,Petrol,9,12.68,982,936,762,Medium,Mixed,1,112.4
Truck,Diesel,10,3.95,799,9549,7415,Medium,Highway,0,271.08
Truck,Petrol,1,4.81,437,6370,2237,High,Mixed,1,129.84
Bus,Petrol,11,3.14,265,0,0,Medium,Mixed,0,108.46
Truck,Diesel,4,5.49,196,5165,3656,Low,Highway,1,43.67
Truck,Diesel,4,3.84,578,3984,411,Medium,Highway,0,173.23
Truck,Diesel,4,4.61,390,11960,2769,Low,Highway,0,91.26
Van,Diesel,11,11.32,818,748,741,High,City,0,120.56
Mini Truck,Diesel,4,8.15,716,3771,2734,Low,Mixed,1,114.44
Van,Petrol,10,9.08,743,1545,1213,Medium,Mixed,1,119.69
Mini Truck,Petrol,3,6.18,152,1094,724,Low,City,0,32.22
Truck,Petrol,1,4.37,295,10105,3955,High,City,0,98.77
Bus,Diesel,3,3.43,561,0,0,Medium,Highway,0,182.36
Truck,Petrol,11,3.91,450,7252,2976,High,City,0,180.22
Mini Truck,Petrol,6,7.56,210,1470,1228,Medium,City,1,41.55
Truck,Diesel,8,4.34,532,4905,4104,Medium,Highway,1,169.75
Van,Petrol,7,9.64,965,1322,781,Medium,Mixed,0,137.21
Truck,Petrol,6,4.48,220,10516,1612,High,Mixed,1,68.95
Bus,Diesel,3,4.46,723,0,0,High,Mixed,1,222.86
Mini Truck,Diesel,5,7.19,200,2601,1561,Medium,City,0,38.82
Van,Diesel,5,14.71,844,726,73,Medium,City,0,74.69
Bus,Diesel,11,4.34,322,1,0,High,Highway,0,100.76
Mini Truck,Petrol,4,9.55,510,2702,1072,Low,City,1,69.01
Bus,Petrol,9,4.95,969,1,1,Low,Highway,1,257.73
Van,Diesel,1,10.67,719,950,498,High,Mixed,0,94.88
Mini Truck,Diesel,12,9.37,205,2411,2361,High,Highway,0,31.73
Van,Petrol,1,11.3,306,1725,456,Low,Highway,1,29.52
Truck,Petrol,12,5.81,116,5378,4743,Low,Mixed,1,28.51
Van,Diesel,9,9.94,551,1482,254,Low,Highway,0,61.73
Truck,Petrol,12,4.75,888,9561,875,Medium,City,1,268.43
Bus,Petrol,5,4.16,343,1,0,Low,Highway,0,85.94
Mini Truck,Diesel,2,7.12,447,2676,1375,Medium,Mixed,0,79.33
Truck,Diesel,7,3.23,840,6461,5176,High,Mixed,1,407.17
Mini Truck,Diesel,2,9.97,116,1819,1697,Low,Mixed,1,17.44
Bus,Petrol,8,4.64,448,1,0,High,City,1,144.85
Van,Petrol,9,12.04,879,681,587,Low,Mixed,0,97.02
Mini Truck,Diesel,12,6.19,863,1848,1316,Low,City,0,195.76
Mini Truck,Petrol,6,6.75,195,3798,2849,Low,City,0,37.33
Van,Petrol,2,13.81,501,995,78,High,Mixed,1,52.26
Bus,Diesel,1,3.62,268,0,0,Medium,Mixed,0,88.34
Bus,Petrol,6,4.03,369,1,0,High,City,0,132.89
Truck,Diesel,8,5.55,667,6568,4945,Low,Highway,1,151.21
Bus,Diesel,8,4.62,873,0,0,High,Mixed,0,262.95
Bus,Diesel,11,4.48,908,1,1,Medium,Highway,0,282.65
Van,Diesel,7,13.87,575,748,712,Medium,Highway,1,58.34
Bus,Petrol,2,4.65,259,1,1,Low,City,1,78.26
Van,Diesel,10,10.45,429,1463,1224,High,Mixed,1,65.41
Truck,Petrol,12,4.98,495,8936,8820,Low,Mixed,1,143.35
Truck,Diesel,12,3.32,815,10920,10421,Low,City,0,354.1
Mini Truck,Petrol,9,6.26,656,1844,441,Medium,Highway,1,132.09
Mini Truck,Diesel,8,8.77,692,1495,980,Low,Mixed,1,103.45
Truck,Diesel,5,3.4,194,5812,5294,High,City,0,90.16
Van,Diesel,7,13.04,771,1003,189,Low,City,1,77.47
Bus,Diesel,2,4.78,684,0,0,Medium,City,1,188.82
Van,Petrol,9,14.24,705,1054,318,High,Highway,0,69.01
Bus,Diesel,6,3.01,441,1,1,Medium,Mixed,0,205.71
Truck,Petrol,11,3.2,300,8510,6824,Low,Mixed,1,129.95
Truck,Petrol,8,4.05,743,11833,10158,Low,Highway,1,233.47
Truck,Petrol,5,5.49,878,5199,2458,Medium,Highway,0,198.44
Van,Petrol,2,13.0,678,644,27,Low,City,1,63.91
Bus,Petrol,3,4.5,56,0,0,High,Highway,0,16.06
Mini Truck,Petrol,12,7.53,979,3388,2719,Medium,Mixed,0,186.76
Van,Petrol,4,10.39,602,1285,191,Medium,Highway,0,69.14
Van,Diesel,10,13.76,307,1125,259,High,Mixed,0,33.41
Bus,Diesel,7,3.85,544,0,0,High,Highway,1,190.04
Mini Truck,Diesel,4,9.22,571,3762,2119,High,Highway,0,84.16
Bus,Diesel,8,3.74,944,1,1,High,City,0,412.12
Mini Truck,Petrol,5,6.7,595,2020,1489,Low,City,0,117.5
Bus,Petrol,1,3.9,368,0,0,Low,Mixed,1,108.6
Van,Petrol,10,10.63,906,1482,1293,Low,Highway,1,113.38
Mini Truck,Petrol,6,6.84,879,3461,393,Medium,City,1,178.68
Truck,Petrol,8,3.37,24,11569,3299,Low,Mixed,1,8.11
Bus,Diesel,9,4.02,976,1,0,Medium,City,1,337.91
Mini Truck,Petrol,7,7.8,613,3207,2503,Medium,City,0,113.23
Mini Truck,Diesel,8,8.8,913,3631,91,Medium,Mixed,0,131.88
Truck,Petrol,10,4.32,46,4344,661,Low,Mixed,1,13.93
Mini Truck,Diesel,6,7.57,462,2468,1715,High,City,0,92.66
Bus,Diesel,9,4.46,722,1,0,Low,City,1,207.44
Bus,Petrol,10,4.77,229,0,0,Medium,Mixed,0,61.11
Bus,Petrol,10,4.03,924,0,0,Medium,City,0,309.17
Bus,Petrol,7,4.71,516,0,0,Medium,City,0,143.16
Van,Petrol,3,13.77,502,1390,147,High,Mixed,0,49.65
Bus,Petrol,2,3.6,884,0,0,Low,City,0,287.6
Van,Petrol,12,14.99,793,1376,353,Medium,City,0,74.69
Mini Truck,Diesel,9,8.59,796,3346,1001,High,City,0,139.38
Mini Truck,Diesel,6,8.05,757,1904,38,Low,Highway,0,101.28
Van,Petrol,9,12.47,106,1731,682,High,Mixed,0,14.4
Truck,Petrol,11,5.76,948,9043,2415,High,City,1,259.14
Bus,Petrol,8,3.1,416,0,0,Medium,City,0,177.74
Truck,Diesel,12,4.27,716,7157,2490,Medium,Highway,1,224.05
Mini Truck,Petrol,12,8.95,127,2001,476,High,Highway,0,19.19
Van,Diesel,6,11.64,508,1363,181,High,Mixed,0,60.23
Mini Truck,Diesel,2,9.54,907,2234,1146,Medium,City,1,135.16
Mini Truck,Diesel,11,7.65,270,1556,794,Medium,City,1,50.72
Truck,Petrol,8,3.79,647,11123,6133,Medium,Mixed,1,242.16
Van,Petrol,9,13.28,382,783,601,Low,City,1,41.17
Bus,Diesel,4,3.95,590,1,1,Medium,City,0,219.08
